대피소명,주소,위도,경도,수용인원,시도,시군구
서부초등학교,대구광역시 서구 달서로26길 25(비산동),35.87366373,128.5740229,5600,대구,서구
봉원중학교 운동장,경상남도 진주시 진주성로 169(상봉동),35.20452284,128.0735426,4493,경남,진주시
신선초등학교 운동장,부산광역시 영도구 산정길 17(신선동3가),35.08317543,129.0474724,5818,부산,영도구
봉학초등학교 운동장,부산광역시 영도구 태종로 242(청학동),35.09585405,129.0546471,3692,부산,영도구
성포중학교 운동장,경상남도 거제시 사등면 가조로 46,34.91848848,128.5305188,10713,경남,거제시
아주운동장,경상남도 거제시 아주로3길 55-1 (아주동),34.86285954,128.6896652,12375,경남,거제시
아라초등학교 운동장,경상남도 함안군 가야읍 함안대로 491,35.27106575,128.4090125,2951,경남,함안군
평리1동 공영주차장,대구광역시 서구 문화로 303(평리동),35.87608054,128.5661383,773,대구,서구
경진고등학교 운동장,경상남도 진주시 의병로71번길 3-21 (상봉동),35.20004985,128.0667171,6120,경남,진주시
서대구초등학교,대구광역시 서구 서대구로63길 28-13 (비산동),35.88930374,128.557346,4630,대구,서구
주약초등학교 운동장,경상남도 진주시 천수로 64(주약동),35.17242131,128.0921918,3158,경남,진주시
두서면행정복지센터 광장,울산광역시 울주군 두서면 반구대로 1817-11 ,35.64779156,129.1616786,1103,울산,울주군
삼동면행정복지센터 광장,울산광역시 울주군 삼동면 삼동로 777,35.52364756,129.1578564,3938,울산,울주군
울산산업고등학교 운동장,울산광역시 울주군 삼남읍 반구대로 675,35.55336162,129.1156461,5224,울산,울주군
초전초등학교 운동장,경상남도 진주시 초전북로62번길 9(초전동),35.20750114,128.1144188,2793,경남,진주시
방기초등학교 운동장,울산광역시 울주군 삼남읍 하방로 56,35.50665915,129.0928971,3927,울산,울주군
봉현초등학교 운동장,경상북도 영주시 봉현면 소백로1623번길 6,36.84707082,128.5258126,2593,경북,영주시
천전초등학교 운동장,경상남도 진주시 진주대로954번길 24(칠암동),35.18613363,128.0910298,14091,경남,진주시
대성초등학교,대구광역시 서구 국채보상로 426(비산동),35.87076658,128.5773389,2973,대구,서구
신평공원,대구광역시 서구 평리로73길 9(평리동),35.86634329,128.5624952,2000,대구,서구
화랑체육공원 주경기장,울산광역시 울주군 두서면 서하천전로 76,35.62795253,129.1620862,10484,울산,울주군
송정초등학교 운동장,경상남도 거제시 연초면 송정이목로 47,34.91800572,128.6737528,700,경남,거제시
화원유원지,대구광역시 달성군 화원읍 사문진로1길 40-14 ,35.81355724,128.4812989,16181,대구,달성군
거창스포츠파크,경상남도 거창군 거창읍 심소정길 39-36 ,35.6939904,127.9279695,23515,경남,거창군
주상초등학교,경상남도 거창군 주상면 당대고개길 6,35.74936831,127.9147732,12552,경남,거창군
남상초등학교,경상남도 거창군 남상면 인평길 21,35.64488319,127.910099,7878,경남,거창군
상북중학교 운동장,울산광역시 울주군 상북면 상북로 162,35.5820975,129.0996766,4121,울산,울주군
울산학생교육원 내와수련장 ,울산광역시 울주군 두서면 활천내와로 977,35.70167759,129.1144135,1454,울산,울주군
구산초등학교운동장,경상남도 창원시 마산합포구 구산면 수정3길 8,35.12025581,128.5793164,4112,경남,창원시
북면초등학교운동장,경상남도 창원시 의창구 북면 동전로110번길 36,35.30531021,128.6004219,13000,경남,창원시
반동초등학교운동장,경상남도 창원시 마산합포구 구산면 해양관광로 1460-14 ,35.08750633,128.5840182,6576,경남,창원시
서라벌여자중학교 운동장,경상북도 경주시 알천북로145번길 23(황성동),35.85483931,129.2170555,9960,경북,경주시
신라공업고등학교 운동장,경상북도 경주시 천북면 천북로 41-21 ,35.89318303,129.2421523,18796,경북,경주시
아화중학교 운동장,경상북도 경주시 서면 아화양지길 41,35.89969285,129.047292,2792,경북,경주시
서면행정복지센터 주차장,경상북도 경주시 서면 내서로 458,35.89141768,129.0524883,2684,경북,경주시
의곡초등학교 우라분교 운동장,경상북도 경주시 산내면 오봉로 739-4 ,35.81248818,129.0131728,6562,경북,경주시
의곡초등학교 일부분교 운동장 ,경상북도 경주시 산내면 거산제궁길 16,35.7208309,129.015441,6713,경북,경주시
내남초등학교 운동장,경상북도 경주시 내남면 경덕로 286,35.76479931,129.1955998,2623,경북,경주시
유영초등학교,경상남도 통영시 중앙로 225(북신동),34.85140933,128.426537,2667,경남,통영시
낙서면사무소 방계운동장,경상남도 의령군 낙서면 낙서로 507-14 ,35.4837152,128.3775669,4000,경남,의령군
부림공설운동장,경상남도 의령군 부림면 미타로 45-26 ,35.47219995,128.3207148,20024,경남,의령군
의령중학교 운동장,경상남도 의령군 의령읍 충익로4길 11,35.32404123,128.2656705,2541,경남,의령군
양학초등학교 운동장,경상북도 포항시 북구 양학로 110(학잠동),36.03159207,129.3445516,6061,경북,포항시
창포중학교 운동장,경상북도 포항시 북구 새천년대로1075번길 30(창포동),36.06570435,129.368552,4970,경북,포항시
서라벌초등학교 운동장,경상북도 경주시 천군2길 24(천군동),35.83129195,129.279168,3785,경북,경주시
원동초등학교 운동장,경상북도 포항시 남구 오천읍 냉천로340번길 64,35.9650282,129.4015748,2909,경북,포항시
포항운하관 공영주차장,경상북도 포항시 남구 희망대로 1040(송도동),36.02685465,129.3795061,8485,경북,포항시
포항초등학교 운동장,경상북도 포항시 북구 서동로47번길 23(덕산동),36.04257554,129.3634236,3636,경북,포항시
포항대흥초등학교 운동장,경상북도 포항시 북구 용흥로292번길 33(용흥동),36.04528213,129.3520832,8485,경북,포항시
경주여자정보고등학교 운동장,경상북도 경주시 시동로 90(시래동),35.77303694,129.2906076,12226,경북,경주시
불국중학교 운동장,경상북도 경주시 구매2길 35-12 (시래동),35.77354987,129.3090136,6201,경북,경주시
계림고등학교 운동장,경상북도 경주시 용담로 122(황성동),35.86591992,129.2085568,10871,경북,경주시
근화여자중학교 운동장,경상북도 경주시 승삼2길 55(용강동),35.87130364,129.2269231,25507,경북,경주시
선도동행정복지센터 주차장,경상북도 경주시 태종로 416(충효동),35.84378589,129.1748672,1838,경북,경주시
월성중학교 운동장,경상북도 경주시 충효7길 19(충효동),35.84232206,129.1761461,12888,경북,경주시
신라고등학교 운동장,경상북도 경주시 태종로 526(충효동),35.84008942,129.1875908,11520,경북,경주시
문화중학교 운동장,경상북도 경주시 충현로 98(충효동),35.8532162,129.1687376,27663,경북,경주시
경주정보고등학교 운동장,경상북도 경주시 충효7길 19(충효동),35.84232206,129.1761461,12888,경북,경주시
동방초등학교 운동장,경상북도 경주시 산업로 3485-8 (동방동),35.80368738,129.2623238,3016,경북,경주시
신라초등학교 운동장,경상북도 경주시 금성로183번길 28(사정동),35.83428891,129.2041567,3775,경북,경주시
경주중학교 운동장,경상북도 경주시 원효로 231(황오동),35.8434799,129.2258462,6073,경북,경주시
계림초등학교 운동장,경상북도 경주시 동문로43번길 16(북부동),35.84911254,129.212881,10606,경북,경주시
의흥초등학교 석산분교장 운동장,대구광역시 군위군 삼국유사면 삼국유사로 1314,36.17496785,128.8551371,1298,대구,군위군
함양제일고등학교 운동장,경상남도 함양군 함양읍 함양배움길 27,35.52433869,127.7321136,11433,경남,함양군
신흥초등학교 운동장,경상북도 포항시 남구 중흥로100번길 13(상도동),36.01326175,129.3533497,5212,경북,포항시
서상중학교 운동장,경상남도 함양군 서상면 서상로 232-1 ,35.67696649,127.6885702,1830,경남,함양군
백전초등학교 운동장,경상남도 함양군 백전면 구산대안로 12-2 ,35.5529489,127.6349641,4515,경남,함양군
포항송곡초등학교 운동장,경상북도 포항시 북구 장량중앙로 27(양덕동),36.09168743,129.3841249,3030,경북,포항시
풍산고등학교 운동장,경상북도 안동시 풍산읍 풍산중앙길 39,36.58312682,128.565507,13424,경북,안동시
신라중학교 운동장,경상북도 경주시 알천북로 143(황성동),35.85483931,129.2170555,11447,경북,경주시
흥무초등학교 운동장,경상북도 경주시 금성로347번길 30(성건동),35.84937289,129.2041283,9149,경북,경주시
경주고등학교 운동장,경상북도 경주시 원효로 231(황오동),35.8434799,129.2258462,23104,경북,경주시
월성초등학교  운동장,경상북도 경주시 원효로 67(노서동),35.84278977,129.2078354,8224,경북,경주시
모아초등학교 운동장,경상북도 경주시 천북면 산업로 4974-5 ,35.91976845,129.2463094,1952,경북,경주시
강동면행정복지센터 주차장,경상북도 경주시 강동면 강동로 19,35.98763624,129.273418,2098,경북,경주시
강동초등학교 운동장,경상북도 경주시 강동면 강동로 80,35.99224798,129.2770109,5269,경북,경주시
현곡초등학교 운동장,경상북도 경주시 현곡면 다경길 16-7 ,35.88674005,129.180626,2316,경북,경주시
경주디자인고등학교 운동장,경상북도 경주시 현곡면 용담로 694,35.90029457,129.1633517,12513,경북,경주시
나원초등학교 운동장,경상북도 경주시 현곡면 안현로 20,35.86959579,129.203424,5927,경북,경주시
노산초등학교 운동장,경상남도 사천시 동금로 71(동금동),34.93037606,128.0831677,1454,경남,사천시
남망산조각공원,경상남도 통영시 남망공원길 29(동호동),34.84128019,128.4294189,184824,경남,통영시
한산초중학교,경상남도 통영시 한산면 한산일주로 850-2 ,34.76814578,128.506975,2970,경남,통영시
욕지중학교,경상남도 통영시 욕지면 중촌길 121,34.6357123,128.2602465,2298,경남,통영시
유곡면민체육운동장,경상남도 의령군 유곡면 청정로 2078-6 ,35.42327237,128.3035702,4363,경남,의령군
포항여자고등학교 운동장,경상북도 포항시 북구 장미길 10(학산동),36.0502306,129.3648737,6061,경북,포항시
곤양중학교 운동장,경상남도 사천시 곤양면 광포만로 21,35.05958132,127.973164,1202,경남,사천시
부림초등학교 운동장,경상남도 의령군 부림면 대한로 1721,35.46497369,128.3206826,8060,경남,의령군
의령고등학교 운동장,경상남도 의령군 의령읍 백산로3길 4,35.32253122,128.266266,7030,경남,의령군
효령초등학교 운동장,대구광역시 군위군 효령면 치산효령로 2386,36.15672015,128.5866156,3217,대구,군위군
위림초등학교 운동장,경상남도 함양군 함양읍 함양남서로 1234,35.52069938,127.7187802,7689,경남,함양군
신흥중학교 운동장,경상북도 포항시 남구 오천읍 장기로 1636,35.96474502,129.4220575,4121,경북,포항시
영덕경찰수련원,경상북도 영덕군 병곡면 영덕로 2108-152 ,36.56865887,129.4167051,684,경북,영덕군
강동초등학교 단구분교 운동장,경상북도 경주시 강동면 단구안계길 62-1 ,36.05139971,129.2442295,1626,경북,경주시
화북중학교 운동장,경상북도 상주시 화북면 문장로 1682,36.5589246,127.9217041,6084,경북,상주시
상주중학교 운동장,경상북도 상주시 북천로 55-13 (만산동),36.42883927,128.155188,3217,경북,상주시
성주중학교 운동장,경상북도 성주군 성주읍 주천로 15-18 ,35.92849188,128.2833459,32396,경북,성주군
선남초등학교 운동장,경상북도 성주군 선남면 관화2길 2,35.90650476,128.3520316,3636,경북,성주군
경북외국어고등학교 운동장,경상북도 구미시 금오산로 198-10 (남통동),36.1239236,128.3212511,7601,경북,구미시
인동고등학교 운동장,경상북도 구미시 인동36길 45(구평동),36.090044,128.4321651,4018,경북,구미시
금오공업고등학교 운동장,경상북도 구미시 구미대로30길 59(공단동),36.1192044,128.3689002,40000,경북,구미시
형곡중학교 운동장,경상북도 구미시 형곡서로1길 29(형곡동),36.10659324,128.331156,5823,경북,구미시
