대피소명,주소,대피소유형,위도,경도,시도,시군구,지역,수용인원
범서농협척과지점,울산광역시 울주군 범서읍 척과로 54,한파쉼터,35.6134424,129.2764288,울산,울주군,울산 울주군,
범서농협천상지점,울산광역시 울주군 범서읍 천상중앙길 72,한파쉼터,35.563225,129.228335,울산,울주군,울산 울주군,
범양경로당,부산광역시 부산진구 경마장로5번길 30 (범전동),한파쉼터,35.1693268,129.0643895,부산,부산진구,부산 부산진구,
범서농협굴화지점,울산광역시 울주군 범서읍 울밀로 2862,한파쉼터,35.5567018,129.2610395,울산,울주군,울산 울주군,
북면경로당,경상남도 창원시 의창구 북면 천주로1128번길 8 ,한파쉼터,35.3504969,128.6088029,경남,창원시,경남 창원시,
범전동아름다운경로당,부산광역시 부산진구 범양로 48 (범전동),한파쉼터,35.1691035,129.0633158,부산,부산진구,부산 부산진구,
본동경로당,대구광역시 달서구 와룡로4길 19 (본동),한파쉼터,35.8345625,128.5386379,대구,달서구,대구 달서구,
변동마을회관(변동노모당),경상남도 함양군 수동면 변동1길 11,한파쉼터,35.52147,127.78653,경남,함양군,경남 함양군,
북구종합사회복지관,울산광역시 북구 동대8길 40,한파쉼터,35.631476,129.353966,울산,북구,울산 북구,
한진경로당,"경상남도 통영시 무전7길 135 (무전동, 한진로즈힐비치2차)",한파쉼터,34.8637601,128.4225136,경남,통영시,경남 통영시,
한일유앤아이아파트경로당,"경상남도 양산시 평산로 116 (평산동, 양산천성산한일유앤아이아파트)",한파쉼터,35.3842676,129.1421038,경남,양산시,경남 양산시,
해인경로당,경상남도 합천군 가야면 치인2길 22-3 ,한파쉼터,35.7922664,128.0858418,경남,합천군,경남 합천군,
작내경로당,경상북도 김천시 구성면작내2길 2,한파쉼터,36.015633,128.021125,경북,김천시,경북 김천시,
장기2리경로당,대구광역시 군위군 효령면 장기리 532-2,한파쉼터,36.131058,128.584558,대구,군위군,대구 군위군,
봉림2리경로당,대구광역시 군위군 산성면 갑티로 76 ,한파쉼터,36.0914335,128.721902,대구,군위군,대구 군위군,
본장방경로당,"경상남도 김해시 한림면 장방로222번길 35 , 장방마을회관",한파쉼터,35.3247734,128.7788892,경남,김해시,경남 김해시,
봉평경로당,경상남도 통영시 서송정2길 25 봉평경로당 (봉평동),한파쉼터,34.831499,128.420544,경남,통영시,경남 통영시,
봉촌1리(수무실)경로당,대구광역시 달성군 하빈면 봉촌2길 19,한파쉼터,35.869456,128.406824,대구,달성군,대구 달성군,
봉촌1리(한실)경로당,대구광역시 달성군 하빈면 봉촌1길 4 (한실마을회관),한파쉼터,35.873864,128.406975,대구,달성군,대구 달성군,
사남면행정복지센터한파쉼터,경상남도 사천시 사남면 진삼로 1108 (사남면행정복지센터),한파쉼터,35.052517,128.075213,경남,사천시,경남 사천시,
봉황1리경로당,대구광역시 군위군 소보면 봉황1길 38 ,한파쉼터,36.2645528,128.4998381,대구,군위군,대구 군위군,
봉황2리경로당,대구광역시 군위군 소보면 도군로 1828 ,한파쉼터,36.2730386,128.5103524,대구,군위군,대구 군위군,
봉황3리경로당,대구광역시 군위군 소보면달천길 6 ,한파쉼터,36.26871,128.487324,대구,군위군,대구 군위군,
봉산1리(외원당)경로당,대구광역시 군위군 우보면 봉산2길 28-10 ,한파쉼터,36.172217,128.63325,대구,군위군,대구 군위군,
봉덕2동행정복지센터,대구광역시 남구 이천로10길 50,한파쉼터,35.8438647,128.6011167,대구,남구,대구 남구,
지천경로당,경상북도 영주시 지천로55번길 17-8 (휴천동),한파쉼터,36.8048264,128.6181772,경북,영주시,경북 영주시,
제306군사우체국,경상남도 진주시 금산면 속사리 산 144,한파쉼터,35.192834,128.143852,경남,진주시,경남 진주시,
지평2리경로당,경상북도 상주시 공검면 지평3길 58,한파쉼터,36.535229,128.098333,경북,상주시,경북 상주시,
지호2리경로당,대구광역시 군위군 의흥면 지호2길 31 ,한파쉼터,36.1709579,128.7758374,대구,군위군,대구 군위군,
지산동행정복지센터,경상북도 구미시 선산대로 105 (지산동행정복지센터),한파쉼터,36.139447,128.345914,경북,구미시,경북 구미시,
진교면사무소,경상남도 하동군 진교면 민다리안길 62 ,한파쉼터,35.030441,127.900946,경남,하동군,경남 하동군,
당리작은도서관,부산광역시 사하구 승학로20번길 25,한파쉼터,35.1060952,128.9721466,부산,사하구,부산 사하구,
기려자경로당,경상북도 영주시 번영로64번길 34-15 (휴천동),한파쉼터,36.8170088,128.6304268,경북,영주시,경북 영주시,
남목2동버스승강장(현대중공업울산대학병원방면),울산광역시 동구 서부동 181-118,한파쉼터,35.524454,129.432855,울산,동구,울산 동구,
남목1동버스승강장(남목1동행정복지센터방면),울산광역시 동구 서부동 315-57,한파쉼터,35.539576,129.425693,울산,동구,울산 동구,
기박산성의병역사공원사무실,울산광역시 북구 매곡로 483,한파쉼터,35.667388,129.375083,울산,북구,울산 북구,
기찻길옆숲속도서관,부산광역시 동래구 안락동 756-2,한파쉼터,35.1960719,129.0981987,부산,동래구,부산 동래구,
진산경로당,부산광역시 부산진구 범전로32번길 66 (범전동),한파쉼터,35.1665592,129.0642747,부산,부산진구,부산 부산진구,
좌천동행정복지센터,부산광역시 동구 좌천남로 19,한파쉼터,35.131334,129.04916,부산,동구,부산 동구,
주상면노인회관,경상남도 거창군 주상면 도평리 568-4,한파쉼터,35.749761,127.914198,경남,거창군,경남 거창군,
주영라이프경로당,"경상남도 통영시 비석1길 49 (태평동, 주영라이프)",한파쉼터,34.848961,128.427895,경남,통영시,경남 통영시,
주공1단지버스정류장,울산광역시 울주군 범서읍 구영리 697-15,한파쉼터,35.569847,129.248183,울산,울주군,울산 울주군,
삼산1리경로당,대구광역시 군위군 산성면 삼산리 343,한파쉼터,36.0948865,128.7086964,대구,군위군,대구 군위군,
부산시민교회,부산광역시 부산진구 백양순환로 43 (당감동),한파쉼터,35.1688883,129.0325248,부산,부산진구,부산 부산진구,
삼산2리경로당,대구광역시 군위군 산성면 범상길 4 ,한파쉼터,36.0902287,128.7042792,대구,군위군,대구 군위군,
삼성SDI새마을금고울산지점,울산광역시 울주군 삼남읍 반구대로 163 ,한파쉼터,35.5171791,129.0917426,울산,울주군,울산 울주군,
삼산경로당,경상북도 영천시 삼산마을길 60,한파쉼터,35.978652,128.898845,경북,영천시,경북 영천시,
삼애경로당,경상북도 김천시 속구미3길 76 (신음동),한파쉼터,36.1373895,128.1246883,경북,김천시,경북 김천시,
삼분3리남송경로당,경상북도 의성군 다인면삼분3길 178-1 삼분3리남송 경로당 ,한파쉼터,36.4284177,128.415829,경북,의성군,경북 의성군,
삼봉경로당,경상북도 김천시 감문면 삼성1길 125,한파쉼터,36.2194149,128.19057,경북,김천시,경북 김천시,
삼신현대@경로당,울산광역시 남구 월평로 272 (삼신현대아파트106동),한파쉼터,35.54601,129.334684,울산,남구,울산 남구,
적송2리경로당,경상북도 성주군 수륜면 적송리 631-1,한파쉼터,35.838757,128.187203,경북,성주군,경북 성주군,
죽동노인회,경상남도 창원시 의창구 동읍 봉강가술로237번길 8 ,한파쉼터,35.352667,128.6806861,경남,창원시,경남 창원시,
중앙경로당(당감2),부산광역시 부산진구 마철로 65,한파쉼터,35.15741,129.041921,부산,부산진구,부산 부산진구,
죽림마을회관,경상남도 함양군 함양읍함양로 405,한파쉼터,35.4799743,127.6758594,경남,함양군,경남 함양군,
하양동경로당,경상남도 밀양시 삼랑진읍 삼랑진로 46-1 ,한파쉼터,35.3850439,128.8255548,경남,밀양시,경남 밀양시,
감계푸르지오아파트경로당,경상남도 창원시 의창구 북면 감계로 221 (창원 감계 푸르지오),한파쉼터,35.3006176,128.5853362,경남,창원시,경남 창원시,
가채마을회관,경상남도 함양군 마천면 가채길 23 ,한파쉼터,35.3907377,127.6609969,경남,함양군,경남 함양군,
감은1리경로당,경상북도 청송군 안덕면 감은리 231-1,한파쉼터,36.290586,128.946805,경북,청송군,경북 청송군,
이명마을회관,경상남도 창원시 마산합포구 진전면 이명1길 94,한파쉼터,35.092371,128.446727,경남,창원시,경남 창원시,
이동(플렛폼)노동자하단쉼터,부산광역시 사하구 하신중앙로 336 (시우스빌딩),한파쉼터,35.105234,128.967069,부산,사하구,부산 사하구,
이동(플랫폼)노동자동래쉼터,부산광역시 동래구 온천동 527,한파쉼터,35.203711,129.078353,부산,동래구,부산 동래구,
무암2리경로당,대구광역시 군위군 산성면 아치길 100 ,한파쉼터,36.1068146,128.7211311,대구,군위군,대구 군위군,
문덕11리마을쉼터,경상북도 포항시 남구 오천읍 문덕로63번길 6-12 ,한파쉼터,35.9564453,129.4033402,경북,포항시,경북 포항시,
무거현대@경로당,"울산광역시 남구 신복로71번길 12  (무거동, 무거현대아파트)",한파쉼터,35.5480757,129.2547481,울산,남구,울산 남구,
무동휴먼빌3단지아파트경로당,경상남도 창원시 의창구 북면 무동로226번길 19 (창원무동지구 휴먼빌아파트 3단지),한파쉼터,35.31727,128.5835177,경남,창원시,경남 창원시,
무지경로당,경상북도 예천군 용궁면 무지길 98-7 ,한파쉼터,36.6069823,128.3177742,경북,예천군,경북 예천군,
무암1리경로당,대구광역시 군위군 산성면 만석길 30 ,한파쉼터,36.1082981,128.7085124,대구,군위군,대구 군위군,
모암경로당,경상북도 김천시 모암사랑길 69,한파쉼터,36.124279,128.125675,경북,김천시,경북 김천시,
무동코아루파크아파트경로당,경상남도 창원시 의창구 북면 무동로 213 (창원 무동 코아루아파트),한파쉼터,35.3156855,128.5866344,경남,창원시,경남 창원시,
웰가경로당,경상남도 함양군 함양읍 함양로 1206-71 (함양웰가센트뷰),한파쉼터,35.5265552,127.7329196,경남,함양군,경남 함양군,
위성2리경로당,대구광역시 군위군 소보면 대량길 53 ,한파쉼터,36.275028,128.4728873,대구,군위군,대구 군위군,
월화할아버지경로당,경상남도 거창군 마리면 월화길 180,한파쉼터,35.719988,127.847281,경남,거창군,경남 거창군,
용정1구경로당,경상남도 창원시 의창구 동읍 자여로 100 ,한파쉼터,35.2749668,128.7031764,경남,창원시,경남 창원시,
원봉강마을경로당,경상남도 창원시 의창구 동읍 동읍로1187번길 12 ,한파쉼터,35.3555568,128.6538935,경남,창원시,경남 창원시,
위성1리경로당,대구광역시 군위군 소보면 위성1길 4 ,한파쉼터,36.2828121,128.464905,대구,군위군,대구 군위군,
용포경로당,경상남도 밀양시 부북면 용포2길 14 ,한파쉼터,35.516329,128.7337624,경남,밀양시,경남 밀양시,
위성3리경로당,대구광역시 군위군 소보면 위성2길 7 ,한파쉼터,36.2860726,128.472501,대구,군위군,대구 군위군,
위성4리경로당,대구광역시 군위군 소보면 사촌길 263 ,한파쉼터,36.2854672,128.4381366,대구,군위군,대구 군위군,
원산3리경로당,대구광역시 군위군 의흥면 원산2길 10-3 ,한파쉼터,36.1644446,128.7279654,대구,군위군,대구 군위군,
광현1리경로당,대구광역시 군위군 군위읍 군위금성로 617 ,한파쉼터,36.2467306,128.6299789,대구,군위군,대구 군위군,
광평동행정복지센터,경상북도 구미시 광평길 55 (광평동),한파쉼터,36.1046974,128.3660683,경북,구미시,경북 구미시,
교동7통경로당,경상남도 밀양시 교동로4길 11 (교동),한파쉼터,35.5119472,128.756405,경남,밀양시,경남 밀양시,
광현2리경로당,대구광역시 군위군 군위읍 장대길 66 ,한파쉼터,36.252641,128.6210282,대구,군위군,대구 군위군,
교촌경로당,경상남도 합천군 초계면 초계중앙로 26-1,한파쉼터,35.5586852,128.262764,경남,합천군,경남 합천군,
인평할머니,경상남도 합천군 삼가면 동리4길 3,한파쉼터,35.4177742,128.1476725,경남,합천군,경남 합천군,
중구2리경로당,대구광역시 군위군 효령면 중리길 9 ,한파쉼터,36.153764,128.5817635,대구,군위군,대구 군위군,
중구1리경로당,대구광역시 군위군 효령면 중구2길 18-36 ,한파쉼터,36.1556958,128.5851216,대구,군위군,대구 군위군,
중리경로당(두동),울산광역시 울주군 두동면 밀굼중리길 3 (중리마을회관),한파쉼터,35.668761,129.20841,울산,울주군,울산 울주군,
중3리경로당,대구광역시 달성군 현풍읍 현풍중앙로14길 85 (금성아파트 가동),한파쉼터,35.694452,128.449616,대구,달성군,대구 달성군,
중구청앞버스정류장,울산광역시 중구 복산동 358,한파쉼터,35.568016,129.332756,울산,중구,울산 중구,
문성14리경로당,경상북도 구미시 고아읍 당산로1길 9 (구미문성태완노블리안아파트),한파쉼터,36.160204,128.347787,경북,구미시,경북 구미시,
미석3리경로당,경상북도 예천군 감천면 미석3길 158,한파쉼터,36.730853,128.57521,경북,예천군,경북 예천군,
미성1리경로당,"대구광역시 군위군 우보면 미성4길 12-6, 미성1리경로당",한파쉼터,36.175869,128.67236,대구,군위군,대구 군위군,
미포새마을경로당,울산광역시 동구 미포1길 46-33,한파쉼터,35.541374,129.429193,울산,동구,울산 동구,
문흥리회관,경상북도 의성군 봉양면 문흥1길 40 ,한파쉼터,36.3260365,128.6418074,경북,의성군,경북 의성군,
미성2리경로당,"대구광역시 군위군 우보면 미성3길 61-14, 미성2리경로당",한파쉼터,36.169125,128.668134,대구,군위군,대구 군위군,
중무동경로당,경상남도 합천군 가야면가조가야로 2817,한파쉼터,35.754425,128.1338,경남,합천군,경남 합천군,
중울산농협병영지점,울산광역시 중구 병영로 36,한파쉼터,35.5725176,129.3462837,울산,중구,울산 중구,
중울산농협본점,울산광역시 중구 번영로 564,한파쉼터,35.5680462,129.343773,울산,중구,울산 중구,
중울산농협서원지점,울산광역시 중구 반구로 15 (반구동),한파쉼터,35.5550502,129.3427894,울산,중구,울산 중구,
춘복경로당,경상남도 밀양시 범북2길 12 (교동),한파쉼터,35.5129546,128.7616485,경남,밀양시,경남 밀양시,
지산2동경로당,경상북도 구미시 지산동 853-232,한파쉼터,36.1467461,128.3481386,경북,구미시,경북 구미시,
중울산농협반구지점,울산광역시 중구 화합로 345,한파쉼터,35.5568681,129.3410043,울산,중구,울산 중구,
축동면행정복지센터,경상남도 사천시 축동면 서삼로 1727 (축동면행정복지센터),한파쉼터,35.109864,128.085198,경남,사천시,경남 사천시,
중울산(본점)새마을금고,울산광역시 중구 번영로 470,한파쉼터,35.563426,129.3355799,울산,중구,울산 중구,
중울산농협구교지점,울산광역시 중구 화합로 417,한파쉼터,35.5622441,129.3373375,울산,중구,울산 중구,
하장1리경로당,경상북도 구미시 장천면 하장2길 93,한파쉼터,36.133467,128.502312,경북,구미시,경북 구미시,
하차경로당,울산광역시 울주군 두서면 구량차리로 288-6,한파쉼터,35.632937,129.127119,울산,울주군,울산 울주군,
검단동행정복지센터,대구광역시 북구 검단로 230 (검단동 행정복지센터),한파쉼터,35.913802,128.629762,대구,북구,대구 북구,
이바구캠프게스트하우스(1층),부산광역시 동구 망양로525번길 28,한파쉼터,35.119153,129.028276,부산,동구,부산 동구,
이서면분회,경상북도 청도군 이서면 수야길 12 ,한파쉼터,35.6639953,128.6663336,경북,청도군,경북 청도군,
이화2리경로당,"대구광역시 군위군 우보면 이화길 175 , 이화2리경로당",한파쉼터,36.198153,128.668336,대구,군위군,대구 군위군,
이현주공아파트경로당,경상남도 진주시 서장대로 247,한파쉼터,35.1915679,128.0600968,경남,진주시,경남 진주시,
이지2리경로당,대구광역시 군위군 의흥면 가지골길 53 ,한파쉼터,36.1694595,128.6941159,대구,군위군,대구 군위군,
이편한세상옥포아파트경로당,경상남도 거제시 옥포동 874-18,한파쉼터,34.8983351,128.6949294,경남,거제시,경남 거제시,
증거리경로당,경상북도 예천군 감천면 증거리 267-1,한파쉼터,36.741088,128.518113,경북,예천군,경북 예천군,
미평1리경로당,경상북도 김천시 구성면미평1길 108,한파쉼터,36.013839,128.037591,경북,김천시,경북 김천시,
두원리마을쉼터,경상북도 포항시 남구 장기면 두원리 131-2,한파쉼터,35.844812,129.516226,경북,포항시,경북 포항시,
칠곡축산농협사곡지점,경상북도 구미시 사곡로 1,한파쉼터,36.095121,128.355998,경북,구미시,경북 구미시,
치인2구경로당,경상남도 합천군 가야면 마장동길 2 ,한파쉼터,35.7912765,128.0620265,경남,합천군,경남 합천군,
화계3리(홍골)경로당,대구광역시 군위군 효령면 화계봉산길 131-3 ,한파쉼터,36.1246124,128.6493739,대구,군위군,대구 군위군,
화본3리경로당,대구광역시 군위군 산성면상동길 4 ,한파쉼터,36.123367,128.710538,대구,군위군,대구 군위군,
화본2리경로당,대구광역시 군위군 산성면 부흥로 538 ,한파쉼터,36.1226124,128.7055635,대구,군위군,대구 군위군,
화북면분회(화북종합복지회관),경상북도 상주시 화북면 문장로 1692 ,한파쉼터,36.5598984,127.9208028,경북,상주시,경북 상주시,
호산경로당,부산광역시 부산진구 엄광로495번길 39-1 (범천동),한파쉼터,35.1436108,129.0515459,부산,부산진구,부산 부산진구,
화산1리경로당,경상북도 영천시 화산면 화산리 1095-2,한파쉼터,36.0572503,128.8556197,경북,영천시,경북 영천시,
청량농협본점,울산광역시 울주군 청량읍 덕하로 240,한파쉼터,35.4923294,129.3055123,울산,울주군,울산 울주군,
징검다리(대경홈리스복지회),대구광역시 북구 칠성남로38길 22 (칠성동2가),한파쉼터,35.8750221,128.6005014,대구,북구,대구 북구,
진전면행정복지센터,"경상남도 창원시 마산합포구 진전면 대실로 155 (진전면 행정복지센터,진전면보건지소)",한파쉼터,35.102746,128.418996,경남,창원시,경남 창원시,
칠성동그린통합쉼터,대구광역시 북구 칠성동2가 2-6,한파쉼터,35.884591,128.5902822,대구,북구,대구 북구,
차당경로당,경상북도 영천시 고경면 차당리 687,한파쉼터,35.983109,129.0633515,경북,영천시,경북 영천시,
창길3리경로당,경상북도 의성군 안평면 안평일직길 126-3 ,한파쉼터,36.4069003,128.5945684,경북,의성군,경북 의성군,
백석리경로당,경상북도 예천군 효자면 백석길 73 (백석리노인정),한파쉼터,36.79986,128.450108,경북,예천군,경북 예천군,
배미동경로당,경상남도 합천군 대양면 배미동길 45-2 ,한파쉼터,35.5069673,128.1792878,경남,합천군,경남 합천군,
못골경로당,경상북도 고령군 다산면 곽촌리 641,한파쉼터,35.835595,128.436201,경북,고령군,경북 고령군,
초곡화산샬레경로당,경상북도 포항시 북구 흥해읍초곡지구로58번길 82,한파쉼터,36.0975303,129.3308648,경북,포항시,경북 포항시,
초곡3리리슈빌경로당,경상북도 포항시 북구 흥해읍초곡지구로58번길 65-9,한파쉼터,36.0957002,129.3329516,경북,포항시,경북 포항시,
청송중마을경로당,울산광역시 울주군 청량읍청송길 96,한파쉼터,35.5183399,129.2321794,울산,울주군,울산 울주군,
초항리경로당,경상북도 예천군 효자면 내초항길 143,한파쉼터,36.816403,128.446741,경북,예천군,경북 예천군,
청우아파트경로당,경상남도 창원시 의창구 북면 천주로1083번길 10-1 (청우아파트),한파쉼터,35.3478628,128.6068958,경남,창원시,경남 창원시,
IM뱅크북비산지점,대구광역시 서구 달서로 183 (비산동),한파쉼터,35.8787124,128.5710146,대구,서구,대구 서구,
IM뱅크신평지점,대구광역시 서구 국채보상로 286 (평리동),한파쉼터,35.8714574,128.5620962,대구,서구,대구 서구,
IM뱅크이현공단영업부,대구광역시 서구 국채보상로 124 (중리동),한파쉼터,35.8685509,128.5447679,대구,서구,대구 서구,
평능경로당,경상남도 밀양시 상동면 금산1길 49-1 (평능복지회관),한파쉼터,35.542168,128.775784,경남,밀양시,경남 밀양시,
KB국민은행언양,울산광역시 울주군 언양읍 동문길 85,한파쉼터,35.564183,129.1251338,울산,울주군,울산 울주군,
GS25편의점대구시티센터점,대구광역시 중구 국채보상로 621,한파쉼터,35.870498,128.598861,대구,중구,대구 중구,
토평1리,경상북도 청도군 화양읍 백곡길 27 ,한파쉼터,35.6702884,128.687405,경북,청도군,경북 청도군,
평거햇살마을경로당,경상남도 진주시 평거동 361,한파쉼터,35.1721771,128.0540442,경남,진주시,경남 진주시,
IM뱅크봉덕동지점,대구광역시 남구 대봉로 60 (봉덕동),한파쉼터,35.8440588,128.6041172,대구,남구,대구 남구,
IM뱅크3공단지점,대구광역시 북구 노원동로 2 (노원동2가),한파쉼터,35.8941434,128.5718179,대구,북구,대구 북구,
신광마을회관,경상남도 진주시 내동면 삼계로140번길 23-1,한파쉼터,35.1374322,128.0297432,경남,진주시,경남 진주시,
수청경로당,경상남도 산청군 산청읍 친환경로2653번길 8 ,한파쉼터,35.4179932,127.876034,경남,산청군,경남 산청군,
신기경로당(두서),울산광역시 울주군 두서면 복안신기1길 3,한파쉼터,35.699743,129.171071,울산,울주군,울산 울주군,
신한은행약사동,울산광역시 중구 번영로 487,한파쉼터,35.5650514,129.3366582,울산,중구,울산 중구,
신한은행온산금융센터,울산광역시 울주군 온산읍 덕신로 217,한파쉼터,35.4343371,129.3054332,울산,울주군,울산 울주군,
신한은행울산S-OIL출장소,울산광역시 울주군 온산읍 온산로 68 ,한파쉼터,35.4441017,129.3400991,울산,울주군,울산 울주군,
이동노동자쉼터(수영),부산광역시 수영구 수영로 지하 677 (도시철도수영역),한파쉼터,35.170376,129.107365,부산,수영구,부산 수영구,
신기경로당,경상북도 영천시 신기동 산 5-11,한파쉼터,35.9979771,128.9575705,경북,영천시,경북 영천시,
신남경로당,경상북도 상주시 신봉2길 30,한파쉼터,36.403772,128.15867,경북,상주시,경북 상주시,
신남동경로당,경상남도 창녕군 남지읍 남지리 758-580,한파쉼터,35.3874843,128.4767497,경남,창녕군,경남 창녕군,
덕촌경로당,경상남도 산청군 산청읍 덕우지길 33-1 ,한파쉼터,35.4180255,127.8843155,경남,산청군,경남 산청군,
동구어린이영어도서관,부산광역시 동구 수성로 21 (수정동),한파쉼터,35.134613,129.0419582,부산,동구,부산 동구,
동리경로당,경상남도 합천군 삼가면 용흥길 557,한파쉼터,35.4030145,128.1645441,경남,합천군,경남 합천군,
신덕1리경로당,대구광역시 군위군 의흥면 파전신덕길 145 ,한파쉼터,36.1796703,128.7491333,대구,군위군,대구 군위군,
신덕하1경로당,울산광역시 울주군 청량읍덕하로 253,한파쉼터,35.493438,129.3055195,울산,울주군,울산 울주군,
신덕하2경로당,울산광역시 울주군 청량읍대등길 11-4,한파쉼터,35.4905428,129.305265,울산,울주군,울산 울주군,
신리경로당(서생면),울산광역시 울주군 서생면 신리해안길 20-8 (신리회관),한파쉼터,35.342044,129.318865,울산,울주군,울산 울주군,
송내부녀마을회관,경상남도 하동군 진교면송내길 32,한파쉼터,35.0347449,127.9080509,경남,하동군,경남 하동군,
현대아파트제1경로당,경상북도 영주시 지천로50번길 5 (현대아파트),한파쉼터,36.805202,128.621193,경북,영주시,경북 영주시,
군위군청,대구광역시 군위군 군위읍 군청로 200 ,한파쉼터,36.2426378,128.5729122,대구,군위군,대구 군위군,
환여동행정복지센터,경상북도 포항시 북구 삼호로 400 (환호동),한파쉼터,36.0682475,129.3918845,경북,포항시,경북 포항시,
황령경로당(전포1),부산광역시 부산진구 진남로 318-1,한파쉼터,35.153505,129.072014,부산,부산진구,부산 부산진구,
황령부녀경로당,부산광역시 부산진구 진남로 318-1,한파쉼터,35.153505,129.072014,부산,부산진구,부산 부산진구,
황금경로당,경상북도 김천시 황금동 93-1,한파쉼터,36.113169,128.123881,경북,김천시,경북 김천시,
송원2리경로당,대구광역시 군위군 소보면 송원2길 5 ,한파쉼터,36.2544829,128.4749901,대구,군위군,대구 군위군,
송죽2리경로당,경상북도 김천시 구성면송죽6길 87,한파쉼터,36.058716,128.079261,경북,김천시,경북 김천시,
송원1리경로당,대구광역시 군위군 소보면 송원5길 43 ,한파쉼터,36.2591222,128.4803814,대구,군위군,대구 군위군,
송원2리(여성)경로당,대구광역시 군위군 소보면 송원4길 9-9 ,한파쉼터,36.2552356,128.4794855,대구,군위군,대구 군위군,
송정마을회관(생초면),경상남도 산청군 생초면 참새미로98번길 11 (송정마을회관),한파쉼터,35.487329,127.854248,경남,산청군,경남 산청군,
대림아파트경로당,"경상남도 진주시 남강로 951  (상평동, 대림아파트)",한파쉼터,35.17433,128.10018,경남,진주시,경남 진주시,
대사경로당,경상남도 진주시 진성면 대사리 886,한파쉼터,35.146809,128.252567,경남,진주시,경남 진주시,
덕하시장버스정류장,울산광역시 울주군 청량읍 상남리 578,한파쉼터,35.49157,129.30503,울산,울주군,울산 울주군,
대동아파트경로당,경상남도 창원시 마산합포구 월영남로 42 (대동아파트),한파쉼터,35.174897,128.558399,경남,창원시,경남 창원시,
옥산1리경로당,경상북도 고령군 개진면 옥산리 525-10,한파쉼터,35.703776,128.388128,경북,고령군,경북 고령군,
연계1리경로당,경상북도 영천시 화산면 연계리 219-37,한파쉼터,36.0244988,128.84808,경북,영천시,경북 영천시,
한양제1할머니경로당,부산광역시 연제구 온천천남로 110 (한양아파트 노인정),한파쉼터,35.189593,129.104572,부산,연제구,부산 연제구,
한양아파트노인회관,경상북도 영주시 풍기읍 동부리 315-2,한파쉼터,36.874555,128.534066,경북,영주시,경북 영주시,
한선파라빌리지경로당,"경상남도 통영시 광도면죽림1로 41-55 201동, 경로당 (한선파라빌리지)",한파쉼터,34.879471,128.417252,경남,통영시,경남 통영시,
현대1차A경로당,부산광역시 남구 감만동 225-2,한파쉼터,35.112453,129.082843,부산,남구,부산 남구,
향교2리경로당,울산광역시 울주군 삼남읍 교동리 1649-1,한파쉼터,35.553504,129.112313,울산,울주군,울산 울주군,
한선파라타운경로당,경상남도 통영시 광도면죽림1로 41-14 경로당 (한선파라타운),한파쉼터,34.877838,128.41843,경남,통영시,경남 통영시,
행복주택경로당,"부산광역시 동래구 반송로 164 (낙민동, 동래행복주택)",한파쉼터,35.1959433,129.0944313,부산,동래구,부산 동래구,
햇님마을쉼터,경상북도 포항시 남구 구정길17번길 48 (인덕동),한파쉼터,35.9843049,129.4075245,경북,포항시,경북 포항시,
예동경로당,경상남도 밀양시 하남읍 명례4길 16-17 ,한파쉼터,35.3561359,128.7802779,경남,밀양시,경남 밀양시,
오동동행정복지센터,경상남도 창원시 마산합포구 오동북6길 16-6 (오동동),한파쉼터,35.2074468,128.5792556,경남,창원시,경남 창원시,
예천읍사무소,경상북도 예천군 예천읍 군청앞길 2 ,한파쉼터,36.6568437,128.4527852,경북,예천군,경북 예천군,
오길1리경로당,경상북도 영천시 대창면 용두길 40 ,한파쉼터,35.8655065,128.9282808,경북,영천시,경북 영천시,
오도경로당,경상남도 합천군 가회면 황매산로 213 ,한파쉼터,35.4460399,128.0250469,경남,합천군,경남 합천군,
예안면농업인상담소,경상북도 안동시 예안면 임예로 1918 (예안면행정복지센터),한파쉼터,36.661237,128.885045,경북,안동시,경북 안동시,
예안천전경로당,경상북도 안동시 예안면 못골길 19-13,한파쉼터,36.68519,128.831243,경북,안동시,경북 안동시,
오로1리경로당,경상북도 구미시 장천면 오로리 962-8,한파쉼터,36.173598,128.5264018,경북,구미시,경북 구미시,
예1리새터경로당,경상북도 김천시 아포읍 포아로 386-2 ,한파쉼터,36.1822948,128.2729231,경북,김천시,경북 김천시,
오룡1경로당,경상북도 영천시 고경면 오룡리 1232,한파쉼터,36.0230519,129.1246587,경북,영천시,경북 영천시,
대양경로당,경상남도 합천군 대양면 대야로 263 ,한파쉼터,35.5160304,128.1737761,경남,합천군,경남 합천군,
대안현대아파트앞버스정류장2,울산광역시 울주군 온양읍 대안리 505-30,한파쉼터,35.412268,129.285015,울산,울주군,울산 울주군,
대안현대아파트앞버스정류장1,울산광역시 울주군 온양읍 대안리 505-30,한파쉼터,35.412196,129.28496,울산,울주군,울산 울주군,
대왕암공원입구버스승강장(일산해수욕장방면),울산광역시 동구 화정동 655-8,한파쉼터,35.491501,129.426424,울산,동구,울산 동구,
대성경로당,경상남도 밀양시 하남읍 명례대성길 117 (대성동회관),한파쉼터,35.364872,128.768189,경남,밀양시,경남 밀양시,
대산면사무소,경상남도 창원시 의창구 대산면 주남로 577 ,한파쉼터,35.3353592,128.7082663,경남,창원시,경남 창원시,
